fiscal_year,NHS,district,activity,Route Type,Route,Beg MM,End MM,cost,date,segment_id
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.26,160.7,1005147.51,2020-12-03,I 40_158.26_160.7
2020,True,5,HOT MIX OVERLAY/ INLAY,State,NM 502,0.0,1.0,849034.18,2020-12-04,NM 502_0.0_1.0
2021,True,5,HOT MIX OVERLAY/ INLAY,State,NM 502,0.0,1.0,-849034.18,2020-12-04,NM 502_0.0_1.0
2021,True,5,HOT MIX OVERLAY/ INLAY,US,US 60,237.0,253.0,3546708.98,2020-12-04,US 60_237.0_253.0
2021,True,1,BRIDGE OTHER,Interstate,I 25,106.92,106.92,63161.47,2020-12-04,I 25_106.92_106.92
2021,False,6,HOT INSITU SCARIFICATION,State,NM 122,6.2,11.0,1161577.73,2020-12-04,NM 122_6.2_11.0
2021,False,6,HOT MIX OVERLAY/ INLAY,State,NM 279,8.0,13.7,1305864.81,2020-12-04,NM 279_8.0_13.7
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,1261160.51,2020-12-04,US 491_61.7_68.1
2021,False,6,ROADWAY REHABILITATION,State,NM 279,0.0,10.8,2584331.1,2020-12-04,NM 279_0.0_10.8
2021,False,6,ROADWAY REHABILITATION,State,NM 53,41.0,46.5,1821749.91,2020-12-04,NM 53_41.0_46.5
2021,True,6,HOT MIX OVERLAY/ INLAY,Interstate,I 40,42.4,43.7,1135148.39,2020-12-04,I 40_42.4_43.7
2021,True,3,OPEN GRADED FRICTION COURSE,State,NM 347,28.75,29.2,32476.57,2021-01-07,NM 347_28.75_29.2
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.26,160.7,39908.84,2021-01-07,I 40_158.26_160.7
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,143.0,148.0,2109890.82,2021-01-07,I 40_143.0_148.0
2020,False,3,HOT MIX OVERLAY/ INLAY,State,NM 337,17.0,24.0,1640779.29,2021-01-07,NM 337_17.0_24.0
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,355834.12,2021-02-03,US 491_61.7_68.1
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,228.262,228.272,102250.61,2021-02-03,US 70_228.262_228.272
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,88.25,97.0,4035396.8,2021-02-03,US 54_88.25_97.0
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 423,3.0,3.0,74659.51,2021-02-03,NM 423_3.0_3.0
2021,True,3,HOT MIX OVERLAY/ INLAY,State,NM 528,13.4,14.5,1059116.89,2021-02-03,NM 528_13.4_14.5
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.26,160.7,34902.89,2021-02-03,I 40_158.26_160.7
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,249.0,252.0,569239.93,2021-02-03,I 25_249.0_252.0
2021,True,2,BRIDGE OTHER,US,US 54,64.55,64.6,399455.93,2021-03-02,US 54_64.55_64.6
2021,True,2,BRIDGE OTHER,US,US 70,319.3,319.35,127610.34,2021-03-02,US 70_319.3_319.35
2021,True,2,BRIDGE OTHER,US,US 70,284.55,284.6,37678.4,2021-03-02,US 70_284.55_284.6
2021,True,2,BRIDGE OTHER,US,US 54,81.2,81.25,23907.65,2021-03-02,US 54_81.2_81.25
2021,False,2,HOT MIX OVERLAY/ INLAY,State,NM 207,5.8,5.9,48088.61,2021-03-02,NM 207_5.8_5.9
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,341791.03,2021-03-02,US 70_264.0_275.0
2021,False,4,BRIDGE OTHER,State,NM 456,42.33,42.33,5500.0,2021-03-04,NM 456_42.33_42.33
2021,True,4,BRIDGE OTHER,US,US 54,324.9,326.3,90016.36,2021-03-04,US 54_324.9_326.3
2021,True,1,HOT INSITU SCARIFICATION,Interstate,I 25,105.0,115.0,2264266.28,2021-03-08,I 25_105.0_115.0
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,219.5,219.5,92189.69,2021-03-09,I 25_219.5_219.5
2021,True,3,GUARDRAIL,Interstate,I 25,215.43,215.43,49100.96,2021-03-09,I 25_215.43_215.43
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 423,5.5,5.5,64775.25,2021-03-09,NM 423_5.5_5.5
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.26,160.7,39732.79,2021-03-09,I 40_158.26_160.7
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,229.0,234.0,1908283.02,2021-03-09,I 25_229.0_234.0
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,249.0,252.0,1300392.91,2021-03-09,I 25_249.0_252.0
2021,False,3,HOT MIX OVERLAY/ INLAY,State,NM 116,9.0,16.0,863412.92,2021-03-09,NM 116_9.0_16.0
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,498872.13,2021-04-02,US 491_61.7_68.1
2021,True,6,BRIDGE COMPONENT/PAVEMENT RAISING,US,US 491,19.8,19.8,283510.14,2021-04-02,US 491_19.8_19.8
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,513654.38,2021-04-02,US 70_264.0_275.0
2021,True,1,HOT INSITU SCARIFICATION,Interstate,I 25,105.0,115.0,3925090.31,2021-04-02,I 25_105.0_115.0
2021,True,4,BRIDGE OTHER,Interstate,I 40,252.0,252.0,16754.07,2021-04-06,I 40_252.0_252.0
2021,True,4,OPEN GRADED FRICTION COURSE,Other,Loop 15,0.0,1.73,55212.53,2021-04-06,Loop 15_0.0_1.73
2021,False,3,PLANT MIX WEARING COURSE OVERLAY,State,NM 313,0.0,6.6,971004.33,2021-04-06,NM 313_0.0_6.6
2021,True,3,BRIDGE OTHER,Interstate,I 25,228.56,228.56,6523.52,2021-04-06,I 25_228.56_228.56
2021,False,3,BRIDGE OTHER,State,NM 47,46.3,46.3,45983.82,2021-04-06,NM 47_46.3_46.3
2021,True,3,AUGMENTATION,Interstate,I 40,158.26,160.7,37838.14,2021-04-06,I 40_158.26_160.7
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,249.9,249.9,19626.19,2021-04-06,I 25_249.9_249.9
2021,False,4,BRIDGE OTHER,State,NM 456,42.33,42.33,16000.0,2021-05-05,NM 456_42.33_42.33
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,319.0,330.6,825538.54,2021-05-05,I 25_319.0_330.6
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,5.5,6.5,176228.8,2021-05-05,US 285_5.5_6.5
2021,True,5,GUARDRAIL,US,US 550,105.24,169.58,3232.98,2021-05-10,US 550_105.24_169.58
2021,True,5,GUARDRAIL,State,NM 599,2.2,7.5,107.13,2021-05-10,NM 599_2.2_7.5
2021,True,5,GUARDRAIL,US,US 550,105.24,169.58,19004.38,2021-05-10,US 550_105.24_169.58
2021,True,5,GUARDRAIL,State,NM 599,2.22,7.5,29616.05,2021-05-10,NM 599_2.22_7.5
2021,False,5,GUARDRAIL,US,US 64,263.69,267.23,13966.75,2021-05-10,US 64_263.69_267.23
2021,False,3,GUARDRAIL,State,NM 304,13.0,13.0,6840.54,2021-05-10,NM 304_13.0_13.0
2021,False,3,PLANT MIX WEARING COURSE OVERLAY,State,NM 313,0.0,0.25,18666.58,2021-05-10,NM 313_0.0_0.25
2021,False,3,PLANT MIX WEARING COURSE OVERLAY,State,NM 313,1.0,4.0,24466.47,2021-05-10,NM 313_1.0_4.0
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 423,6.01,6.01,51777.91,2021-05-10,NM 423_6.01_6.01
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 423,6.27,6.27,35740.72,2021-05-10,NM 423_6.27_6.27
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,222.1,222.1,137405.67,2021-05-10,I 25_222.1_222.1
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,230.5,230.5,75173.98,2021-05-10,I 25_230.5_230.5
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,230.97,230.97,90140.72,2021-05-10,I 25_230.97_230.97
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,230.45,230.45,108597.0,2021-05-10,I 25_230.45_230.45
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,227.6,227.6,50992.35,2021-05-10,I 25_227.6_227.6
2021,True,3,GUARDRAIL,Interstate,I 40,169.8,169.8,8671.72,2021-05-10,I 40_169.8_169.8
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,232.67,232.67,14700.76,2021-05-10,I 25_232.67_232.67
2021,True,3,HOT MIX OVERLAY/ INLAY,State,NM 45,8.25,9.0,441333.05,2021-05-10,NM 45_8.25_9.0
2021,False,6,HOT MIX OVERLAY/ INLAY,US,US 180,25.5,32.5,2155316.32,2021-05-11,US 180_25.5_32.5
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,1341199.98,2021-05-11,US 491_61.7_68.1
2021,True,1,HOT INSITU SCARIFICATION,Interstate,I 25,105.0,115.0,3643841.32,2021-05-19,I 25_105.0_115.0
2021,False,3,GUARDRAIL,FL,FL 4016,1.7,1.7,25155.1,2021-06-02,FL 4016_1.7_1.7
2021,False,3,GUARDRAIL,State,NM 47,44.0,44.0,36716.87,2021-06-02,NM 47_44.0_44.0
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,227.56,227.56,51764.69,2021-06-02,I 25_227.56_227.56
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.26,160.7,816135.35,2021-06-02,I 40_158.26_160.7
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.26,160.7,2345447.8,2021-06-02,I 40_158.26_160.7
2021,True,5,GUARDRAIL,Interstate,I 40,215.0,215.0,35070.05,2021-06-02,I 40_215.0_215.0
2021,False,5,COLD MILLING BTMNS SRFCS,State,NM 68,15.0,28.8,75829.82,2021-06-02,NM 68_15.0_28.8
2021,True,5,HOT MIX OVERLAY/ INLAY,Other,NM 5001,0.0,3.5,17000.0,2021-06-02,NM 5001_0.0_3.5
2021,True,5,HOT MIX OVERLAY/ INLAY,US,US 550,151.7,159.9,345231.11,2021-06-02,US 550_151.7_159.9
2021,False,5,HOT MIX OVERLAY/ INLAY,State,NM 518,70.5,72.6,545764.17,2021-06-02,NM 518_70.5_72.6
2021,True,5,HOT MIX OVERLAY/ INLAY,State,US 64,52.5,54.2,836593.88,2021-06-02,US 64_52.5_54.2
2021,True,5,HOT MIX OVERLAY/ INLAY,State,NM 5001,0.0,3.5,217058.04,2021-06-02,NM 5001_0.0_3.5
2021,True,5,HOT MIX OVERLAY/ INLAY,US,US 550,151.7,159.9,3941445.09,2021-06-02,US 550_151.7_159.9
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,1083412.1,2021-06-02,US 491_61.7_68.1
2021,False,6,FULL DEPTH RECLAMATION,State,NM 371,57.8,51.0,1173477.13,2021-06-02,NM 371_57.8_51.0
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,157230.13,2021-06-02,I 25_338.0_348.5
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,40128.0,2021-06-02,I 25_338.0_348.5
2021,False,2,GUARDRAIL,State,NM 245,6.6,6.7,27687.89,2021-06-07,NM 245_6.6_6.7
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,1746452.92,2021-06-07,US 70_264.0_275.0
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,352.0,359.75,1503221.08,2021-06-07,US 60_352.0_359.75
2021,True,3,HOT MIX OVERLAY/ INLAY,State,NM 45,6.0,10.0,1166288.95,2021-06-02,NM 45_6.0_10.0
2021,True,1,HOT INSITU SCARIFICATION,Interstate,I 25,105.0,115.0,1960686.06,2021-06-07,I 25_105.0_115.0
2022,False,3,GUARDRAIL,State,NM 314,0.0,0.0,15157.82,2022-06-08,NM 314_0.0_0.0
2022,True,3,GUARDRAIL,Interstate,I 25,195.95,195.95,33791.47,2022-06-08,I 25_195.95_195.95
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,248.0,249.0,875857.51,2022-06-08,I 25_248.0_249.0
2022,True,3,GUARDRAIL,State,NM 500,0.0,2.0,53065.87,2022-07-05,NM 500_0.0_2.0
2022,True,3,CRACK SEAL,Interstate,I 40,143.75,147.3,219128.42,2022-07-05,I 40_143.75_147.3
2022,False,3,HOT INSITU RECYCLING,State,NM 47,19.5,28.5,106072.98,2022-07-05,NM 47_19.5_28.5
2022,False,3,HOT INSITU RECYCLING,State,NM 47,19.5,28.5,709769.7,2022-07-05,NM 47_19.5_28.5
2022,False,3,HOT MIX OVERLAY/ INLAY,State,NM 6,36.25,36.6,885306.43,2022-07-05,NM 6_36.25_36.6
2022,False,3,HOT INSITU SCARIFICATION,State,NM 14,6.5,14.3,532100.05,2022-07-06,NM 14_6.5_14.3
2022,False,2,BRIDGE DECK,State,NM 216,8.1,8.1,14725.19,2022-07-06,NM 216_8.1_8.1
2022,True,4,HOT INSITU SCARIFICATION,US,US 64,354.0,361.0,336398.07,2022-07-06,US 64_354.0_361.0
2022,False,4,COLD MIX ASPHLT RCYCLNG,State,NM 58,0.0,19.0,251778.1,2022-07-06,NM 58_0.0_19.0
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,434239.64,2022-07-06,US 54_304.35_306.16
2022,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,448.0,452.0,1682455.34,2022-07-06,I 25_448.0_452.0
2022,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,427387.8,2022-07-07,I 10_21.5_25.0
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,810427.13,2022-07-07,I 10_24.904_35.088
2022,False,1,HOT INSITU RECYCLING,US,US 180,47.0,67.0,1246732.81,2022-07-07,US 180_47.0_67.0
2022,True,6,HOT MIX OVERLAY/ INLAY,Interstate,I 40,53.1,53.5,431631.91,2022-07-08,I 40_53.1_53.5
2022,True,6,HOT MIX OVERLAY/ INLAY,US,US 550,10.0,14.7,1528569.5,2022-07-08,US 550_10.0_14.7
2022,True,5,HOT MIX OVERLAY/ INLAY,US,US 64,63.5,60.1,25049.74,2022-07-14,US 64_63.5_60.1
2022,True,5,OPEN GRADED FRICTION COURSE,US,US 285,336.6,350.0,1438849.93,2022-07-14,US 285_336.6_350.0
2022,True,4,HOT INSITU SCARIFICATION,US,US 64,354.0,361.0,357824.67,2022-08-04,US 64_354.0_361.0
2022,True,4,PLNT MIX WRNG CRSE OVRLY,Interstate,I 25,348.5,356.0,260678.81,2022-08-04,I 25_348.5_356.0
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,103950.54,2022-08-04,US 54_304.35_306.16
2022,True,3,BRIDGE OTHER,Interstate,I 25,228.51,228.51,4800.0,2022-08-08,I 25_228.51_228.51
2022,True,3,BRIDGE OTHER,Interstate,I 25,228.51,228.51,16313.57,2022-08-08,I 25_228.51_228.51
2022,False,1,BRIDGE OTHER,State,NM 169,5.09,5.09,58181.42,2022-08-10,NM 169_5.09_5.09
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,6330.0,2022-08-10,I 10_24.904_35.088
2023,True,4,PLNT MIX WRNG CRSE OVRLY,Interstate,I 25,348.5,356.0,97618.93,2022-09-01,I 25_348.5_356.0
2023,True,4,HOT INSITU SCARIFICATION,US,US 64,354.0,361.0,135211.01,2022-09-01,US 64_354.0_361.0
2023,True,4,COLD MIX ASPHLT RCYCLNG,State,NM 58,0.0,19.0,1006844.35,2022-09-01,NM 58_0.0_19.0
2023,True,4,HOT INSITU SCARIFICATION,US,US 64,354.0,361.0,1899834.4,2022-09-01,US 64_354.0_361.0
2023,True,4,PLNT MIX WRNG CRSE OVRLY,Interstate,I 25,348.5,356.0,2199999.81,2022-09-01,I 25_348.5_356.0
2023,False,5,HOT INSITU RECYCLING,US,US 84,281.0,288.0,670173.89,2022-09-07,US 84_281.0_288.0
2023,False,5,HOT INSITU RECYCLING,US,US 84,245.0,255.0,928627.26,2022-09-07,US 84_245.0_255.0
2023,False,5,HOT INSITU RECYCLING,US,US 84,161.0,171.0,935038.2,2022-09-07,US 84_161.0_171.0
2022,True,3,CRACK SEAL,Interstate,I 25,174.8,177.0,212317.88,2022-09-07,I 25_174.8_177.0
2023,True,3,CRACK SEAL,Interstate,I 25,174.8,177.0,212317.88,2022-09-07,I 25_174.8_177.0
2023,True,3,CRACK SEAL,Interstate,I 25,227.5,229.5,123926.8,2022-09-07,I 25_227.5_229.5
2023,True,3,CRACK SEAL,Interstate,I 25,228.0,229.5,30110.61,2022-09-07,I 25_228.0_229.5
2023,True,3,CRACK SEAL,Interstate,I 25,221.4,223.3,178726.06,2022-09-07,I 25_221.4_223.3
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,370.5,380.5,103702.37,2022-09-07,US 60_370.5_380.5
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,370.5,380.5,213301.41,2022-10-04,US 60_370.5_380.5
2023,True,2,BRIDGE OTHER,US,US 70,228.58,228.59,104400.99,2022-10-04,US 70_228.58_228.59
2023,True,2,BRIDGE OTHER,US,US 70,222.41,222.41,131499.53,2022-10-04,US 70_222.41_222.41
2023,True,4,HOT INSITU RECYCLING,State,NM 58,0.0,19.0,1085443.84,2022-10-06,NM 58_0.0_19.0
2023,True,5,HOT INSITU RECYCLING,US,US 84,161.0,171.0,-2533839.35,2022-10-06,US 84_161.0_171.0
2023,False,1,BRIDGE OTHER,US,US 180,91.8,91.8,135124.56,2022-10-07,US 180_91.8_91.8
2023,True,1,GUARDRAIL,Interstate,I 25,102.6,174.85,728688.84,2022-10-07,I 25_102.6_174.85
2023,False,1,BRIDGE OTHER,NM,NM 169,23.1,23.1,11244.3,2022-10-07,NM 169_23.1_23.1
2023,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 25,1.0,3.5,889317.38,2022-10-07,I 25_1.0_3.5
2023,False,1,HOT MIX OVERLAY/ INLAY,State,NM 237,0.0,1.1,1472377.2,2022-10-07,NM 237_0.0_1.1
2023,False,1,HOT MIX OVERLAY/ INLAY,US,US 180,47.0,67.0,1061760.03,2022-10-07,US 180_47.0_67.0
2023,True,3,CRACK SEAL,Interstate,I 25,228.0,229.5,30110.61,2022-10-11,I 25_228.0_229.5
2023,True,3,BRIDGE OTHER,Interstate,I 25,228.51,228.51,21543.47,2022-10-11,I 25_228.51_228.51
2023,True,3,CRACK SEAL,Interstate,I 25,174.8,177.0,-212317.88,2022-10-11,I 25_174.8_177.0
2023,True,3,CRACK SEAL,Interstate,I 25,223.0,220.0,21397.69,2022-11-03,I 25_223.0_220.0
2023,True,3,HOT MIX OVERLAY/ INLAY,State,NM 423,1.94,3.13,9892.57,2022-11-03,NM 423_1.94_3.13
2023,True,3,PLNT MIX WRNG CRSE OVRLY,Interstate,I 40,174.3,180.1,1071461.96,2022-11-03,I 40_174.3_180.1
2023,True,3,HOT MIX OVERLAY/ INLAY,State,NM 423,1.94,3.13,678444.75,2022-11-03,NM 423_1.94_3.13
2023,True,3,CRACK SEAL,Interstate,I 40,140.8,145.8,282152.51,2022-11-03,I 40_140.8_145.8
2023,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,249.0,250.0,431753.04,2022-11-03,I 25_249.0_250.0
2023,False,3,PLNT MIX WRNG CRSE OVRLY,State,NM 47,19.8,28.5,908532.31,2022-11-03,NM 47_19.8_28.5
2023,False,3,HOT INSITU SCARIFICATION,State,NM 14,6.5,14.3,549957.91,2022-11-03,NM 14_6.5_14.3
2023,False,2,HOT MIX OVERLAY/ INLAY,State,NM 48,0.0,9.3,2366229.55,2022-11-07,NM 48_0.0_9.3
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,0.0,7.5,21916.01,2022-11-07,US 285_0.0_7.5
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,6.7,17.0,86513.39,2022-11-07,US 285_6.7_17.0
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,16.2,17.9,18563.16,2022-11-07,US 285_16.2_17.9
2023,True,4,ROADWAY REHABILITATION,US,US 54,309.5,312.0,20860.37,2022-11-07,US 54_309.5_312.0
2023,False,4,BRIDGE OTHER,State,NM 518,23.734,23.881,19192.3,2022-11-07,NM 518_23.734_23.881
2023,False,4,BRIDGE OTHER,US,US 64,318.797,318.797,19912.58,2022-11-07,US 64_318.797_318.797
2023,False,4,ROADWAY REHABILITATION,State,NM 434,19.64,21.1,85699.3,2022-11-07,NM 434_19.64_21.1
2023,True,4,ROADWAY REHABILITATION,Interstate,I 25,454.25,460.8,41681.3,2022-11-07,I 25_454.25_460.8
2023,False,5,HOT INSITU SCARIFICATION,State,NM 522,20.0,24.2,39437.24,2022-11-07,NM 522_20.0_24.2
2023,False,5,HOT INSITU SCARIFICATION,State,NM 522,23.2,31.0,2509453.17,2022-11-07,NM 522_23.2_31.0
2023,False,5,HOT MIX OVERLAY/ INLAY,State,NM 173,1.98,3.52,9405.43,2022-11-07,NM 173_1.98_3.52
2023,True,5,BRIDGE DECK,Interstate,I 25,269.7,269.7,8917.24,2022-11-07,I 25_269.7_269.7
2023,False,3,HOT INSITU RECYCLING,State,NM 47,28.5,30.12,434603.85,2022-12-06,NM 47_28.5_30.12
2023,True,3,PLNT MIX WRNG CRSE OVRLY,Interstate,I 40,174.3,180.1,10990.5,2022-12-06,I 40_174.3_180.1
2023,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,234.0,229.0,19201.38,2022-12-06,I 25_234.0_229.0
2023,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 40,284.7,299.6,855732.41,2022-12-06,I 40_284.7_299.6
2023,False,4,HOT INSITU RECYCLING,State,NM 39,68.0,94.3,2273671.9,2022-12-06,NM 39_68.0_94.3
2023,False,4,BRIDGE OTHER,State,NM 518,23.734,23.881,7113.95,2022-12-06,NM 518_23.734_23.881
2023,False,4,BRIDGE OTHER,US,US 64,318.3797,318.797,8281.88,2022-12-06,US 64_318.3797_318.797
2023,False,4,ROADWAY REHABILITATION,State,NM 434,19.64,21.1,18423.65,2022-12-06,NM 434_19.64_21.1
2023,False,4,BRIDGE OTHER,State,NM 97,7.55,7.55,18889.39,2022-12-06,NM 97_7.55_7.55
2023,False,6,HOT MIX OVERLAY/ INLAY,State,NM 53,63.0,69.4,1150758.42,2022-12-06,NM 53_63.0_69.4
2023,False,2,HOT MIX OVERLAY/ INLAY,State,NM 48,0.0,1.0,729159.84,2022-12-14,NM 48_0.0_1.0
2023,False,2,HOT MIX OVERLAY/ INLAY,State,NM 48,1.1,9.3,1202469.64,2022-12-14,NM 48_1.1_9.3
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,0.0,7.5,48620.63,2022-12-14,US 285_0.0_7.5
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,6.7,17.0,27514.23,2022-12-14,US 285_6.7_17.0
2023,False,1,HOT INSITU RECYCLING,US,US 180,56.0,59.5,181439.45,2022-12-14,US 180_56.0_59.5
2023,False,1,BRIDGE OTHER,US,US 180,91.8,91.8,135124.56,2022-12-14,US 180_91.8_91.8
2023,True,1,GUARDRAIL,Interstate,I 25,102.6,174.85,179293.42,2022-12-14,I 25_102.6_174.85
2023,True,1,GUARDRAIL,Interstate,I 25,102.6,174.85,182542.31,2022-12-14,I 25_102.6_174.85
2023,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 25,1.0,3.5,58888.56,2022-12-14,I 25_1.0_3.5
2023,False,1,HOT MIX OVERLAY/ INLAY,State,NM 237,0.0,1.0,2505240.38,2022-12-14,NM 237_0.0_1.0
2023,False,1,HOT INSITU RECYCLING,US,US 180,56.4,61.6,437816.38,2022-12-14,US 180_56.4_61.6
2023,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,216126.82,2022-12-14,I 10_21.5_25.0
2023,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,204456.89,2022-12-14,I 10_21.5_25.0
2023,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,31115.82,2022-12-14,I 10_24.904_35.088
2023,False,5,HOT MIX OVERLAY/ INLAY,State,NM 475,1.1,8.8,700718.74,2022-12-14,NM 475_1.1_8.8
2023,False,5,HOT MIX OVERLAY/ INLAY,State,NM 475,1.1,8.8,983436.44,2022-12-14,NM 475_1.1_8.8
2023,False,5,HOT INSITU SCARIFICATION,State,NM 522,20.0,24.2,350569.89,2022-12-14,NM 522_20.0_24.2
2023,False,5,HOT INSITU RECYCLING,US,US 84,281.0,288.0,2533839.35,2022-12-14,US 84_281.0_288.0
2023,True,5,GUARDRAIL,Interstate,I 40,184.1,184.1,98685.13,2022-12-14,I 40_184.1_184.1
2023,False,1,BRIDGE OTHER,State,NM 169,30.69,30.69,-1215236.6,2022-12-14,NM 169_30.69_30.69
2023,False,1,BRIDGE OTHER,State,NM 169,30.69,30.69,-51946.44,2022-12-14,NM 169_30.69_30.69
2023,False,5,HOT INSITU RECYCLING,US,US 84,281.0,288.0,-2533839.35,2022-12-14,US 84_281.0_288.0
2023,False,5,HOT INSITU SCARIFICATION,State,NM 522,23.2,31.0,46050.6,2022-12-14,NM 522_23.2_31.0
2023,True,5,BRIDGE DECK,Interstate,I 25,269.7,269.7,6076.17,2022-12-14,I 25_269.7_269.7
2023,False,5,HOT INSITU SCARIFICATION,State,NM 522,20.0,24.2,443716.55,2022-12-14,NM 522_20.0_24.2
2023,False,3,PLNT MIX WRNG CRSE OVRLY,State,NM 47,30.12,28.5,46719.63,2023-01-04,NM 47_30.12_28.5
2023,False,3,PLNT MIX WRNG CRSE OVRLY,State,NM 47,28.5,19.8,231518.54,2023-01-04,NM 47_28.5_19.8
2023,False,3,PLNT MIX WRNG CRSE OVRLY,State,NM 47,19.8,28.5,462553.8,2023-01-04,NM 47_19.8_28.5
2023,False,3,PLNT MIX WRNG CRSE OVRLY,State,NM 47,28.5,30.12,756134.11,2023-01-04,NM 47_28.5_30.12
2023,True,3,BRIDGE OTHER,Interstate,I 25,214.0,214.5,192049.18,2023-01-04,I 25_214.0_214.5
2023,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,247.0,2503.3,1636612.76,2023-01-04,I 25_247.0_2503.3
2023,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,5101.13,2023-01-04,I 10_21.5_25.0
2023,False,1,COLD MIX ASPHLT RCYCLNG,State,NM 549,0.0,15.0,4259456.22,2023-01-04,NM 549_0.0_15.0
2023,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,136437.13,2023-01-05,US 54_304.35_306.16
2023,True,4,ROADWAY REHABILITATION,US,US 54,309.5,312.0,526231.67,2023-01-05,US 54_309.5_312.0
2023,False,4,BRIDGE OTHER,State,NM 518,23.734,23.881,6976.62,2023-01-05,NM 518_23.734_23.881
2023,False,4,ROADWAY REHABILITATION,State,NM 434,19.64,21.1,31540.53,2023-01-05,NM 434_19.64_21.1
2023,True,4,ROADWAY REHABILITATION,Interstate,I 25,454.25,460.8,24052.46,2023-01-05,I 25_454.25_460.8
