fiscal_year,NHS,district,activity,Route Type,Route,Beg MM,End MM,cost,date,segment_id
2021,True,4,HOT INSITU RECYCLING,US,US 56,14.03,20.0,616417.03,2021-07-01,US 56_14.03_20.0
2021,True,4,CRACK SEAL,US,US 54,231.0,243.0,391181.76,2021-07-01,US 54_231.0_243.0
2021,True,4,CRACK SEAL,US,US 84,73.0,79.9,111440.06,2021-07-01,US 84_73.0_79.9
2021,True,4,BRIDGE OTHER,Interstate,I 40,252.0,252.0,29723.68,2021-07-01,I 40_252.0_252.0
2021,True,4,BRIDGE OTHER,US,US 54,324.9,326.3,54041.19,2021-07-01,US 54_324.9_326.3
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,319.0,330.6,507377.06,2021-07-01,I 25_319.0_330.6
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,406836.22,2021-07-01,I 25_338.0_348.5
2021,False,4,BRIDGE OTHER,State,NM 456,42.33,42.33,1114365.84,2021-07-01,NM 456_42.33_42.33
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,319.0,330.6,2534901.74,2021-07-01,I 25_319.0_330.6
2021,True,4,HOT INSITU SCARIFICATION,US,US 64,418.0,429.35,1688422.03,2021-07-01,US 64_418.0_429.35
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,82976.61,2021-07-01,I 25_338.0_348.5
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,22150.54,2021-07-01,I 25_338.0_348.5
2021,True,4,HOT INSITU RECYCLING,US,US 56,0.3,14.03,1198696.35,2021-07-01,US 56_0.3_14.03
2021,True,4,CRACK SEAL,US,US 54,225.0,231.0,222699.18,2021-07-01,US 54_225.0_231.0
2021,False,5,HOT MIX OVERLAY/ INLAY,State,NM 537,55.35,47.65,62544.89,2021-07-02,NM 537_55.35_47.65
2021,False,5,MICRO SURFACING,State,NM 466,3.3,4.0,617230.06,2021-07-02,NM 466_3.3_4.0
2021,True,5,MICRO SURFACING,State,NM 599,0.0,13.5,745616.75,2021-07-02,NM 599_0.0_13.5
2021,False,5,HOT MIX OVERLAY/ INLAY,State,NM 537,55.35,47.65,2416828.45,2021-07-02,NM 537_55.35_47.65
2021,False,5,HOT INSITU SCARIFICATION,State,NM 537,5.0,13.0,708704.98,2021-07-02,NM 537_5.0_13.0
2021,True,2,GUARDRAIL,US,US 285,108.0,108.0,22824.9,2021-07-02,US 285_108.0_108.0
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,54.5,55.0,92491.88,2021-07-02,US 54_54.5_55.0
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,352.0,359.75,49011.51,2021-07-02,US 60_352.0_359.75
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,140.5,138.6,726369.68,2021-07-02,US 54_140.5_138.6
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,2448764.67,2021-07-02,US 70_264.0_275.0
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,352.0,359.75,1892651.75,2021-07-02,US 60_352.0_359.75
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,55.0,45.0,1677587.62,2021-07-02,US 70_55.0_45.0
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,384820.33,2021-07-06,US 491_61.7_68.1
2021,True,6,BRIDGE COMPONENT/PAVEMENT RAISING,US,US 550,45.8,45.8,221950.75,2021-07-06,US 550_45.8_45.8
2021,False,6,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 602,23.7,23.7,351147.29,2021-07-06,NM 602_23.7_23.7
2021,True,1,BRIDGE OTHER,Interstate,I 25,21.5,25.0,803732.44,2021-07-06,I 25_21.5_25.0
2021,False,3,GUARDRAIL,State,NM 165,4.0,4.0,27449.54,2021-07-07,NM 165_4.0_4.0
2021,False,3,GUARDRAIL,State,NM 165,4.17,4.17,28067.05,2021-07-07,NM 165_4.17_4.17
2021,False,3,MICRO SURFACING,State,NM 47,35.25,36.75,156166.61,2021-07-07,NM 47_35.25_36.75
2021,False,3,HOT MIX OVERLAY/ INLAY,State,NM 337,8.3,17.8,137366.61,2021-07-07,NM 337_8.3_17.8
2021,False,3,HOT INSITU RECYCLING,FR,FR 2083,0.25,6.0,567675.62,2021-07-07,FR 2083_0.25_6.0
2021,False,3,HOT INSITU RECYCLING,State,NM 337,8.3,17.8,889451.35,2021-07-07,NM 337_8.3_17.8
2021,False,3,HOT MIX OVERLAY/ INLAY,State,NM 337,8.3,17.8,360389.614,2021-07-07,NM 337_8.3_17.8
2021,True,3,BRIDGE OTHER,Interstate,I 25,212.5,212.5,64561.36,2021-07-07,I 25_212.5_212.5
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.26,160.7,1736047.0,2021-07-07,I 40_158.26_160.7
2021,False,3,HOT MIX OVERLAY/ INLAY,State,NM 45,6.0,10.0,404592.82,2021-07-07,NM 45_6.0_10.0
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,229.0,234.0,812613.7,2021-07-07,I 25_229.0_234.0
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,249.6,249.6,938785.32,2021-07-07,I 25_249.6_249.6
2021,True,3,OPEN GRADED FRICTION COURSE,Interstate,I 25,239.0,243.0,143214.85,2021-07-07,I 25_239.0_243.0
2021,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,31631.54,2021-08-05,US 54_304.35_306.16
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,1553220.98,2021-08-06,US 70_264.0_275.0
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,352.0,359.75,800187.98,2021-08-06,US 60_352.0_359.75
2021,True,1,HOT INSITU SCARIFICATION,Interstate,I 25,105.0,115.0,204545.23,2021-08-06,I 25_105.0_115.0
2021,True,3,OPEN GRADED FRICTION COURSE,Interstate,I 25,239.0,243.0,770454.45,2021-08-09,I 25_239.0_243.0
2021,True,6,BRIDGE COMPONENT/PAVEMENT RAISING,US,US 491,29.7,29.37,1301744.32,2021-08-09,US 491_29.7_29.37
2021,True,6,BRIDGE COMPONENT/PAVEMENT RAISING,US,US 491,19.8,19.8,2787941.86,2021-08-09,US 491_19.8_19.8
2021,False,6,FULL DEPTH RECLAMATION,State,NM 371,57.8,51.0,1522900.52,2021-08-09,NM 371_57.8_51.0
2022,True,6,BRIDGE COMPONENT/PAVEMENT RAISING,US,US 491,66.1,66.1,43015.05,2021-09-07,US 491_66.1_66.1
2022,False,2,BRIDGE DECK,State,NM 349,8.052,8.052,30270.77,2021-09-07,NM 349_8.052_8.052
2022,False,2,BRIDGE DECK,US,US 380,102.3,102.3,61592.37,2021-09-07,US 380_102.3_102.3
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,1467349.53,2021-09-07,US 70_264.0_275.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,352.0,359.75,97020.91,2021-09-07,US 60_352.0_359.75
2022,False,4,BRIDGE OTHER,State,NM 456,42.33,42.33,603035.03,2021-09-07,NM 456_42.33_42.33
2022,True,4,ROADWAY REHABILITATION,Interstate,I 25,364.118,370.0,1366844.76,2021-09-07,I 25_364.118_370.0
2022,True,5,OPEN GRADED FRICTION COURSE,Interstate,I 25,294.0,299.5,612276.91,2021-09-08,I 25_294.0_299.5
2022,False,5,HOT INSITU SCARIFICATION,State,NM 76,0.0,10.0,2080300.01,2021-09-08,NM 76_0.0_10.0
2022,True,5,OPEN GRADED FRICTION COURSE,Interstate,I 25,294.0,299.5,1119995.9,2021-09-08,I 25_294.0_299.5
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,174.5,174.5,17676.42,2021-10-04,I 40_174.5_174.5
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,174.5,174.5,8934.07,2021-10-04,I 40_174.5_174.5
2022,False,3,BRIDGE DECK,State,NM 47,42.6,42.6,12509.66,2021-10-04,NM 47_42.6_42.6
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,174.5,174.5,68473.2,2021-10-04,I 40_174.5_174.5
2022,False,3,HOT MIX OVERLAY/ INLAY,FR,FR 2083,0.25,6.6,343551.82,2021-10-04,FR 2083_0.25_6.6
2022,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,229.0,234.0,2070945.02,2021-10-04,I 25_229.0_234.0
2022,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,223.0,225.0,1825593.22,2021-10-04,I 25_223.0_225.0
2022,True,3,OPEN GRADED FRICTION COURSE,Interstate,I 25,223.0,225.0,460106.91,2021-10-04,I 25_223.0_225.0
2022,True,5,PLANT MIX WEARING COURSE OVERLAY,State,NM 14,47.2,49.2,53579.01,2021-10-04,NM 14_47.2_49.2
2022,True,5,PLANT MIX WEARING COURSE OVERLAY,State,NM 14,47.2,49.2,999967.06,2021-10-04,NM 14_47.2_49.2
2022,False,5,HOT INSITU SCARIFICATION,State,NM 76,0.0,10.0,-2080300.01,2021-10-04,NM 76_0.0_10.0
2022,False,5,PLNT MIX WRNG CRSE OVRLY,US,US 84,216.0,223.5,1843370.94,2021-10-04,US 84_216.0_223.5
2022,True,1,BRIDGE OTHER,Interstate,I 25,106.9,106.9,21067.25,2021-10-08,I 25_106.9_106.9
2022,False,4,BRIDGE OTHER,State,NM 456,42.33,42.33,428071.67,2021-10-07,NM 456_42.33_42.33
2022,False,4,HOT INSITU RECYCLING,State,NM 39,49.0,67.8,1605557.95,2021-10-07,NM 39_49.0_67.8
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,29159.87,2021-10-07,US 54_304.35_306.16
2022,True,4,ROADWAY REHABILITATION,Interstate,I 25,364.118,370.0,5315278.45,2021-10-07,I 25_364.118_370.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,360.15,368.75,2184812.62,2021-10-07,US 60_360.15_368.75
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,252745.45,2021-10-07,US 70_264.0_275.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,80.0,88.0,1328955.79,2021-10-07,US 285_80.0_88.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,208.0,212.0,910983.79,2021-10-07,US 70_208.0_212.0
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 25,9.0,9.0,885546.0,2021-10-08,I 25_9.0_9.0
2022,True,1,HOT MIX OVERLAY/ INLAY,State,NM 188,1.4,3.0,1260.22,2021-10-08,NM 188_1.4_3.0
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 25,9.0,9.0,1414827.3,2021-10-08,I 25_9.0_9.0
2022,True,1,CRACK SEAL,Interstate,I 10,144.0,164.2,410218.9,2021-10-08,I 10_144.0_164.2
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,360.15,368.75,2080374.18,2021-11-02,US 60_360.15_368.75
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,77.3,74.5,996467.02,2021-11-02,US 285_77.3_74.5
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,1114321.73,2021-11-02,US 70_264.0_275.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,80.0,88.0,1261962.57,2021-11-02,US 285_80.0_88.0
2022,True,5,HOT INSITU RECYCLING,US,US 84,195.5,195.7,1619181.09,2021-11-03,US 84_195.5_195.7
2022,True,5,HOT MIX OVERLAY/ INLAY,State,NM 502,2.25,5.8,1537393.31,2021-11-03,NM 502_2.25_5.8
2022,False,5,HOT MIX OVERLAY/ INLAY,US,US 84,216.0,223.5,58189.11,2021-11-03,US 84_216.0_223.5
2022,True,5,HOT INSITU RECYCLING,US,US 64,63.5,60.1,2170502.97,2021-11-03,US 64_63.5_60.1
2022,False,4,HOT INSITU RECYCLING,State,NM 120,64.0,74.8,911544.19,2021-11-03,NM 120_64.0_74.8
2022,False,4,MICRO SURFACING,US,US 64,276.0,295.0,2489732.38,2021-11-03,US 64_276.0_295.0
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,11216.24,2021-11-03,US 54_304.35_306.16
2022,True,1,CRACK SEAL,Interstate,I 10,144.0,164.2,103048.37,2021-11-03,I 10_144.0_164.2
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,44.0,55.0,59101.88,2021-11-03,I 10_44.0_55.0
2022,True,1,HOT INSITU SCARIFICATION,Interstate,I 10,105.0,115.0,64567.29,2021-11-03,I 10_105.0_115.0
2022,True,1,CRACK SEAL,Interstate,I 10,144.0,164.2,103048.37,2021-11-08,I 10_144.0_164.2
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,44.0,55.0,59101.88,2021-11-08,I 10_44.0_55.0
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 25,105.0,115.0,64567.29,2021-11-08,I 25_105.0_115.0
2022,True,5,HOT INSITU RECYCLING,US,US 84,195.5,197.5,20574.66,2021-12-02,US 84_195.5_197.5
2022,False,5,HOT INSITU RECYCLING,State,NM 537,24.0,47.65,2361493.44,2021-12-02,NM 537_24.0_47.65
2022,False,6,HOT MIX OVERLAY/ INLAY,State,NM 602,10.0,15.0,1982982.15,2021-12-02,NM 602_10.0_15.0
2022,False,6,HOT MIX OVERLAY/ INLAY,State,NM 53,76.8,73.8,2181975.66,2021-12-02,NM 53_76.8_73.8
2022,False,6,HOT MIX OVERLAY/ INLAY,State,NM 547,4.1,13.0,1792614.89,2021-12-02,NM 547_4.1_13.0
2022,True,1,CRACK SEAL,Interstate,I 10,144.0,164.2,259141.35,2021-12-02,I 10_144.0_164.2
2022,True,1,CRACK SEAL,Interstate,I 25,83.0,105.0,646645.72,2021-12-02,I 25_83.0_105.0
2022,True,1,CRACK SEAL,Interstate,I 10,144.0,164.2,357772.3,2021-12-02,I 10_144.0_164.2
2022,True,3,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 40,149.5,152.5,116400.75,2021-12-03,I 40_149.5_152.5
2022,False,3,HOT MIX OVERLAY/ INLAY,FR,FR 2083,0.25,6.6,181062.92,2021-12-03,FR 2083_0.25_6.6
2022,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.26,160.7,21669.65,2021-12-03,I 40_158.26_160.7
2022,True,3,PLNT MIX WRNG CRSE OVRLY,State,NM 45,10.5,10.9,467518.51,2021-12-03,NM 45_10.5_10.9
2022,False,3,PLANT MIX WEARING COURSE OVERLAY,FR,FR 2083,0.02,5.9,232575.82,2021-12-03,FR 2083_0.02_5.9
2022,True,3,OPEN GRADED FRICTION COURSE,Interstate,I 25,229.0,234.0,1027512.93,2021-12-03,I 25_229.0_234.0
2022,True,3,OPEN GRADED FRICTION COURSE,Interstate,I 25,229.5,227.6,14432.78,2021-12-03,I 25_229.5_227.6
2022,True,3,OPEN GRADED FRICTION COURSE,Interstate,I 25,227.6,229.9,401996.67,2021-12-03,I 25_227.6_229.9
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,139.35,140.0,1160282.08,2021-12-03,I 40_139.35_140.0
2022,False,4,FOG SEALING,US,US 56,0.5,10.5,97807.63,2021-12-03,US 56_0.5_10.5
2022,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 25,454.0,454.0,29703.32,2021-12-03,I 25_454.0_454.0
2022,True,4,OPEN GRADED FRICTION COURSE,Other,Loop 15,0.0,1.73,33639.85,2021-12-03,Loop 15_0.0_1.73
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,11216.24,2021-12-03,US 54_304.35_306.16
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,360.15,368.75,703787.43,2021-12-03,US 60_360.15_368.75
2022,True,2,OPEN GRADED FRICTION COURSE,US,US 54,38.7,47.8,2828914.96,2021-12-03,US 54_38.7_47.8
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,264.0,275.0,105068.34,2021-12-03,US 70_264.0_275.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,208.0,212.0,496595.23,2021-12-03,US 70_208.0_212.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,38.7,47.8,1730109.67,2021-12-03,US 54_38.7_47.8
2022,False,3,HOT INSITU SCARIFICATION,State,NM 448,11.0,13.0,24544.8,2022-01-04,NM 448_11.0_13.0
2022,False,3,HOT INSITU SCARIFICATION,State,NM 448,6.6,11.0,682982.9,2022-01-04,NM 448_6.6_11.0
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,139.35,140.0,389816.48,2022-01-04,I 40_139.35_140.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,360.15,368.75,970797.65,2022-01-04,US 60_360.15_368.75
2022,True,6,HOT MIX OVERLAY/ INLAY,US,US 491,4.0,7.0,1492987.54,2022-01-04,US 491_4.0_7.0
2022,True,6,BRIDGE OTHER,State,NM 122,38.5,38.5,17948.7,2022-01-04,NM 122_38.5_38.5
2022,True,5,HOT MIX OVERLAY/ INLAY,State,NM 502,5.8,6.6,10511.11,2022-01-06,NM 502_5.8_6.6
2022,True,1,BRIDGE OTHER,Interstate,I 25,106.0,107.0,47564.44,2022-01-06,I 25_106.0_107.0
2022,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,147423.08,2022-01-06,I 10_21.5_25.0
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,3586998.72,2022-01-06,I 10_24.904_35.088
2022,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 25,454.0,459.0,68747.74,2022-01-06,I 25_454.0_459.0
2022,False,4,BRIDGE OTHER,State,NM 456,42.33,42.33,68902.43,2022-01-06,NM 456_42.33_42.33
2022,False,4,BRIDGE OTHER,State,NM 456,42.33,42.33,81632.08,2022-01-06,NM 456_42.33_42.33
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,185948.84,2022-01-06,US 54_304.35_306.16
2022,False,3,GUARDRAIL,State,NM 14,9.3,9.5,22807.0,2022-02-02,NM 14_9.3_9.5
2022,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,138.2,141.3,1550138.44,2022-02-02,I 40_138.2_141.3
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,7503.9,2022-02-02,US 54_304.35_306.16
2022,True,4,ROADWAY REHABILITATION,Interstate,I 25,364.118,370.0,378711.28,2022-02-02,I 25_364.118_370.0
2022,False,2,HOT MIX OVERLAY/ INLAY,State,NM 18,69.5,71.5,772745.63,2022-02-02,NM 18_69.5_71.5
2022,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,123089.76,2022-02-03,I 10_21.5_25.0
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,2995138.36,2022-02-03,I 10_24.904_35.088
2022,True,5,OPEN GRADED FRICTION COURSE,Interstate,I 25,294.0,299.5,5542531.53,2022-02-04,I 25_294.0_299.5
2022,True,5,OPEN GRADED FRICTION COURSE,Interstate,I 25,294.0,299.5,-5542532.0,2022-02-04,I 25_294.0_299.5
2022,True,6,HOT MIX OVERLAY/ INLAY,US,US 550,20.8,22.7,1497793.33,2022-03-03,US 550_20.8_22.7
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,2105816.56,2022-03-07,I 10_24.904_35.088
2022,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,148.12,2022-03-07,I 10_21.5_25.0
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,6998.7,2022-03-08,US 54_304.35_306.16
2022,False,3,HOT MIX OVERLAY/ INLAY,State,NM 45,4.75,6.25,887061.5,2022-03-08,NM 45_4.75_6.25
2022,True,3,FOG SEALING,Interstate,I 25,229.5,234.0,21327.49,2022-03-08,I 25_229.5_234.0
2022,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,138.2,141.3,724608.7,2022-03-08,I 40_138.2_141.3
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,248.0,249.0,866068.75,2022-03-08,I 25_248.0_249.0
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,206.2,209.5,10999.86,2022-04-05,US 70_206.2_209.5
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,206.2,209.5,570285.38,2022-04-05,US 70_206.2_209.5
2022,False,3,GUARDRAIL,State,NM 337,24.4,24.4,41552.1,2022-04-05,NM 337_24.4_24.4
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,248.0,249.0,1182498.45,2022-04-05,I 25_248.0_249.0
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,223006.49,2022-04-05,US 54_304.35_306.16
2022,True,4,ROADWAY REHABILITATION,Interstate,I 25,364.118,370.0,66824.97,2022-04-05,I 25_364.118_370.0
2022,True,1,BRIDGE OTHER,Interstate,I 25,106.92,106.92,6468.38,2022-04-06,I 25_106.92_106.92
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,3091484.87,2022-04-06,I 10_24.904_35.088
2022,True,5,GUARDRAIL,Interstate,I 25,270.0,270.0,10873.19,2022-04-07,I 25_270.0_270.0
2022,True,5,GUARDRAIL,Interstate,I 40,184.79,184.79,20699.14,2022-04-07,I 40_184.79_184.79
2022,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,981105.98,2022-05-03,I 10_21.5_25.0
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,591090.52,2022-05-03,I 10_24.904_35.088
2022,False,3,GUARDRAIL,State,NM 47,21.44,21.44,19232.72,2022-05-03,NM 47_21.44_21.44
2022,False,3,GUARDRAIL,State,NM 47,21.44,21.44,22335.11,2022-05-03,NM 47_21.44_21.44
2022,False,3,GUARDRAIL,State,NM 47,21.1,21.1,21835.65,2022-05-03,NM 47_21.1_21.1
2022,False,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 6,20.9,20.9,49667.79,2022-05-03,NM 6_20.9_20.9
2022,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,248.0,249.0,705694.36,2022-05-03,I 25_248.0_249.0
2022,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,138.2,141.3,435806.16,2022-05-03,I 40_138.2_141.3
2019,True,6,FOG SEALING,US,US 550,16.0,20.8,128062.59,2018-11-09,US 550_16.0_20.8
2019,True,4,HOT INSITU SCARIFICATION,US,US 54,310.0,315.6,13687.7,2018-11-09,US 54_310.0_315.6
2019,True,4,HOT INSITU SCARIFICATION,US,US 54,310.0,315.6,618394.75,2018-11-09,US 54_310.0_315.6
2019,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,342.2,352.0,356528.95,2018-11-09,US 60_342.2_352.0
2019,False,2,CRACK SEAL,State,NM 48,4.0,7.8,154321.74,2018-11-09,NM 48_4.0_7.8
2019,True,3,HOT INSITU RECYCLING,US,US 60,176.1,183.0,553674.93,2018-11-09,US 60_176.1_183.0
2019,False,3,HOT INSITU SCARIFICATION,State,NM 346,0.0,2.7,189372.71,2018-12-04,NM 346_0.0_2.7
2019,True,3,HOT MIX OVERLAY/ INLAY,US,US 60,176.0,183.0,1307320.32,2018-12-04,US 60_176.0_183.0
2019,False,3,HOT MIX OVERLAY/ INLAY,State,NM 22,1.5,4.2,317187.04,2018-12-04,NM 22_1.5_4.2
2019,False,3,HOT INSITU RECYCLING,State,NM 22,1.5,4.2,188216.69,2018-12-04,NM 22_1.5_4.2
2019,True,3,PLANT MIX WEARING COURSE OVERLAY,US,US 550,3.6,6.1,643068.9,2018-12-04,US 550_3.6_6.1
2019,False,3,GUARDRAIL,State,NM 313,13.29,13.29,11082.15,2019-06-03,NM 313_13.29_13.29
2019,False,3,GUARDRAIL,State,NM 165,5.306,5.52,32774.28,2019-06-03,NM 165_5.306_5.52
2019,False,3,GUARDRAIL,State,NM 6,29.7,29.7,11104.85,2019-06-03,NM 6_29.7_29.7
2019,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,166.34,166.34,111445.8,2019-06-03,I 40_166.34_166.34
2019,False,3,GUARDRAIL,State,NM 536,8.89,8.89,21784.03,2019-06-03,NM 536_8.89_8.89
2019,True,6,BRIDGE OTHER,US,US 491,7.42,7.42,68834.92,2019-06-05,US 491_7.42_7.42
2019,False,3,HOT MIX OVERLAY/ INLAY,State,NM 314,0.0,0.3,89070.77,2018-10-09,NM 314_0.0_0.3
2019,True,3,GUARDRAIL,Interstate,I 25,213.2,213.2,14259.57,2018-10-09,I 25_213.2_213.2
2019,True,1,BRIDGE OTHER,Interstate,I 25,122.36,122.36,3007.98,2018-10-15,I 25_122.36_122.36
2019,True,5,GUARDRAIL,Interstate,I 25,267.0,267.0,6916.26,2018-11-05,I 25_267.0_267.0
2019,True,5,PLANT MIX WEARING COURSE OVERLAY,State,NM 14,38.5,44.9,941588.58,2018-11-05,NM 14_38.5_44.9
2019,True,5,HOT MIX OVERLAY/ INLAY,US,US 84,162.1,162.8,192188.12,2018-11-05,US 84_162.1_162.8
2019,False,5,HOT INSITU RECYCLING,State,NM 41,11.7,21.1,601236.87,2018-11-05,NM 41_11.7_21.1
2019,True,5,HOT MIX OVERLAY/ INLAY,US,US 84,162.1,162.8,324166.1,2018-11-05,US 84_162.1_162.8
2019,True,5,GUARDRAIL,State,NM 502,6.0,6.0,4712.84,2018-12-05,NM 502_6.0_6.0
2019,True,5,GUARDRAIL,US,US 285,235.0,235.0,4905.16,2018-12-05,US 285_235.0_235.0
2019,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,213.0,213.0,22468.4,2019-04-02,I 25_213.0_213.0
2019,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,106.2,106.7,153984.78,2019-04-03,US 285_106.2_106.7
2019,True,2,GUARDRAIL,US,US 70,276.1,276.24,58541.95,2019-04-03,US 70_276.1_276.24
2019,False,3,GUARDRAIL,State,NM 165,5.88,5.88,43976.77,2019-05-01,NM 165_5.88_5.88
2019,False,3,GUARDRAIL,State,NM 333,1.51,1.51,9844.43,2019-05-01,NM 333_1.51_1.51
2019,True,5,CRACK SEAL,US,US 84,167.4,169.8,369645.53,2018-12-05,US 84_167.4_169.8
2019,True,4,HOT INSITU SCARIFICATION,US,US 54,310.0,315.6,30737.54,2018-12-06,US 54_310.0_315.6
2019,True,4,HOT INSITU SCARIFICATION,US,US 54,310.0,315.6,1307539.51,2018-12-06,US 54_310.0_315.6
2019,False,1,HOT INSITU RECYCLING,State,NM 90,0.0,22.6,1158302.23,2018-12-13,NM 90_0.0_22.6
2019,False,6,COLD MILLING BTMNS SRFCS,State,NM 612,6.0,11.0,156981.37,2019-05-03,NM 612_6.0_11.0
2019,False,4,CRACK SEAL,State,NM 209,35.5,47.0,234312.42,2019-05-03,NM 209_35.5_47.0
2019,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,101.6,101.8,447718.68,2019-05-06,US 285_101.6_101.8
2019,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,371.1,385.0,37044.02,2019-05-06,US 70_371.1_385.0
2019,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,371.1,385.0,35071.1,2019-05-06,US 70_371.1_385.0
2019,True,6,FOG SEALING,US,US 550,16.0,20.8,920133.29,2019-01-07,US 550_16.0_20.8
2019,True,6,FOG SEALING,US,US 550,16.0,20.8,37749.54,2019-01-07,US 550_16.0_20.8
