order_id,date_declared,year,state_federal_code,origin_office,incident_description,declaration_type,county
2008-005a,2008-02-07,2008,S,Richardson,Disaster in Rio Arriba and Taos Counties Due to a Snowstorm.,Winter Storm,Taos
FM-2762,2008-04-21,2008,F,FEMA,New Mexico Trigo Fire,Fire Management Assistance,Torrence
FM-2777,2008-06-25,2008,F,FEMA,New Mexico Big Springs Fire,Fire Management Assistance,Torrence
DR-1783,2008-08-14,2008,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Otero
DR-1783,2008-08-14,2008,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Lincoln
2009-001,2009-01-07,2009,S,Richardson,Disaster in the Pueblo of Taos Due to Significant Snow Fall,Winter Storm,Taos
2009-048,2009-12-09,2009,S,Richardson,Disaster in the County of Mora and County of Otero Due to the Effects of a Winter Storm,Winter Storm,Mora
2009-048,2009-12-09,2009,S,Richardson,Disaster in the County of Mora and County of Otero Due to the Effects of a Winter Storm,Winter Storm,Otero
FM-2818,2009-05-07,2009,F,FEMA,New Mexico Buckwood Fire,Fire Management Assistance,Otero
2010-025,2010-06-30,2010,S,Richardson,Disaster In San Miguel County Due To Flash Flooding,Flash Flooding,San Miguel
2010-034,2010-08-13,2010,S,Richardson,"Disaster In Mckinley County, The City Of Farmington, The Pueblo Of Acoma, And The Navajo Nation Due To Excessive Rainfall And Flash Flooding",Flash Flooding,McKinley
2010-035,2010-08-13,2010,S,Richardson,Disaster In Mora County Due To Excessive Rainfall And Flash Flooding,Flash Flooding,Mora
2010-036,2010-08-13,2010,S,Richardson,Disaster In Socorro County Due To Excessive Rainfall And Flash Flooding,Flash Flooding,Socorro
2010-039,2010-09-22,2010,S,Richardson,Disaster In Harding County Due To Flash Flooding,Flash Flooding,Harding
2010-040,2010-09-22,2010,S,Richardson,Disaster In Rio Arriba County Due To Flash Flooding,Flash Flooding,Rio Arriba
2010-042,2010-10-08,2010,S,Richardson,"Disaster In Kewa Pueblo Due To Severe Storms, Hail, And Flash Flooding",Flash Flooding,Sandoval
2010-051,2010-12-21,2010,S,Richardson,Disaster in Harding County due to flash flooding,Flash Flooding,Harding
2010-045,2010-10-26,2010,S,Richardson,Disaster In The City Of Rio Rancho Due To A Severe Storm And Flash Flooding,Flooding,Sandoval
2010-005,2010-02-12,2010,S,Richardson,"Disaster In Cibola, Mckinley, Rio Arriba, Sandoval, And San Juan Counties And The Navajo Nation Due To The cumulative Effects Of Recent Snowstorms",Winter Storm,Cibola
2010-005,2010-02-12,2010,S,Richardson,"Disaster In Cibola, Mckinley, Rio Arriba, Sandoval, And San Juan Counties And The Navajo Nation Due To The cumulative Effects Of Recent Snowstorms",Winter Storm,McKinley
2010-005,2010-02-12,2010,S,Richardson,"Disaster In Cibola, Mckinley, Rio Arriba, Sandoval, And San Juan Counties And The Navajo Nation Due To The cumulative Effects Of Recent Snowstorms",Winter Storm,Rio Arriba
2010-005,2010-02-12,2010,S,Richardson,"Disaster In Cibola, Mckinley, Rio Arriba, Sandoval, And San Juan Counties And The Navajo Nation Due To The cumulative Effects Of Recent Snowstorms",Winter Storm,Sandoval
2010-005,2010-02-12,2010,S,Richardson,"Disaster In Cibola, Mckinley, Rio Arriba, Sandoval, And San Juan Counties And The Navajo Nation Due To The cumulative Effects Of Recent Snowstorms",Winter Storm,San Juan
DR-1936,2010-09-13,2010,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Cibola
DR-1936,2010-09-13,2010,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,McKinley
DR-1936,2010-09-13,2010,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Mora
DR-1936,2010-09-13,2010,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,San Juan
DR-1936,2010-09-13,2010,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Socorro
2011-011,2011-02-03,2011,S,Martinez,Emergency statewide due to extreme cold weather,Extreme Cold Weather,Statewide
2011-012,2011-02-03,2011,S,Martinez,Emergency statewide due to extreme cold weather,Extreme Cold Weather,Statewide
2011-075,2011-09-01,2011,S,Martinez,Disaster in Sandoval County due to flooding.,Flooding Caused by Las Conchas Fire,Sandoval
2011-063,2011-07-08,2011,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Catron
2011-063,2011-07-08,2011,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Colfax
2011-063,2011-07-08,2011,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Lincoln
2011-063,2011-07-08,2011,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Los Alamos
2011-063,2011-07-08,2011,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Mora
2011-063,2011-07-08,2011,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Rio Arriba
2011-063,2011-07-08,2011,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Sandoval
2011-063,2011-07-08,2011,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,San Miguel
2011-053,2011-07-07,2011,S,Martinez,"Emergency in the counties of Los Alamos, Sandoval, Rio Arriba and Santa Clara Pueblo due to a severe wildfire",Wildfire,Los Alamos
2011-053,2011-07-07,2011,S,Martinez,"Emergency in the counties of Los Alamos, Sandoval, Rio Arriba and Santa Clara Pueblo due to a severe wildfire",Wildfire,Sandoval
2011-053,2011-07-07,2011,S,Martinez,"Emergency in the counties of Los Alamos, Sandoval, Rio Arriba and Santa Clara Pueblo due to a severe wildfire",Wildfire,Rio Arriba
2011-061,2011-07-07,2011,S,Martinez,Emergency in Lincoln County due to a severe wildfire,Wildfire - Donaldson Fire,Lincoln
2011-047,2011-06-17,2011,S,Martinez,"Emergency in Colfax, Mora, and San Miguel Counties due to a severe wildfire",Wildfire - Track Fire,Colfax
2011-047,2011-06-17,2011,S,Martinez,"Emergency in Colfax, Mora, and San Miguel Counties due to a severe wildfire",Wildfire - Track Fire,Mora
2011-047,2011-06-17,2011,S,Martinez,"Emergency in Colfax, Mora, and San Miguel Counties due to a severe wildfire",Wildfire - Track Fire,San Miguel
2011-040,2011-06-10,2011,S,Martinez,Wildfire - Wallow Fire,Wildfire - Wallow Fire,Catron
2011-014,2011-02-09,2011,S,Martinez,Disaster statewide due to severe winter storms and extreme cold,Winter Storm,Statewide
FM-2866,2011-03-08,2011,F,FEMA,New Mexico Quail Ridge Fire,Fire Management Assistance,Grant
DR-1962,2011-03-24,2011,F,FEMA,New Mexico Severe Winter Storm and Extreme Cold Temperatures,Major Disaster,Lincoln
DR-1962,2011-03-24,2011,F,FEMA,New Mexico Severe Winter Storm and Extreme Cold Temperatures,Major Disaster,Otero
DR-1962,2011-03-24,2011,F,FEMA,New Mexico Severe Winter Storm and Extreme Cold Temperatures,Major Disaster,Rio Arriba
DR-1962,2011-03-24,2011,F,FEMA,New Mexico Severe Winter Storm and Extreme Cold Temperatures,Major Disaster,Sierra
DR-1962,2011-03-24,2011,F,FEMA,New Mexico Severe Winter Storm and Extreme Cold Temperatures,Major Disaster,Socorro
DR-1962,2011-03-24,2011,F,FEMA,New Mexico Severe Winter Storm and Extreme Cold Temperatures,Major Disaster,Taos
FM-2880,2011-04-03,2011,F,FEMA,New Mexico White Fire,Fire Management Assistance,Bernalillo
FM-2880,2011-04-03,2011,F,FEMA,New Mexico White Fire,Fire Management Assistance,Lincoln
FM-2897,2011-04-17,2011,F,FEMA,New Mexico Tire Fire,Fire Management Assistance,Curry
FM-2897,2011-04-17,2011,F,FEMA,New Mexico Tire Fire,Fire Management Assistance,Roosevelt
FM-2917,2011-06-10,2011,F,FEMA,New Mexico Wallow Fire,Fire Management Assistance,Catron
FM-2918,2011-06-12,2011,F,FEMA,New Mexico Track Fire,Fire Management Assistance,Colfax
FM-2933,2011-06-26,2011,F,FEMA,New Mexico Las Conchas Fire,Fire Management Assistance,Los Alamos
FM-2933,2011-06-26,2011,F,FEMA,New Mexico Las Conchas Fire,Fire Management Assistance,Rio Arriba
FM-2933,2011-06-26,2011,F,FEMA,New Mexico Las Conchas Fire,Fire Management Assistance,Sandoval
FM-2934,2011-06-29,2011,F,FEMA,New Mexico Little Lewis Fire,Fire Management Assistance,Otero
FM-2935,2011-06-30,2011,F,FEMA,New Mexico Donaldson Fire,Fire Management Assistance,Lincoln
DR-4047,2011-11-23,2011,F,FEMA,New Mexico Flooding,Major Disaster,Cibola
DR-4047,2011-11-23,2011,F,FEMA,New Mexico Flooding,Major Disaster,Los Alamos
DR-4047,2011-11-23,2011,F,FEMA,New Mexico Flooding,Major Disaster,Sandoval
2012-018,2012-06-19,2012,S,Martinez,Flooding Caused by Little Bear Fire,Flooding Caused by Little Bear Fire,Lincoln
2012-018,2012-06-19,2012,S,Martinez,Emergency Throughout New Mexico Due to Enhanced Flood Potential Caused by Severe Wildfires,Flooding Caused by Whitewater Baldy Fire,Catron
2012-018,2012-06-19,2012,S,Martinez,Flooding Caused by Whitewater Baldy Fire,Flooding Caused by Whitewater Baldy Fire,Grant
2012-038,2012-11-09,2012,S,Martinez,Emergency due to the effects of Hurrican Sandy and in support of relief efforts.,Hurricane Sandy,Statewide
2012-036,2012-09-26,2012,S,Martinez,Emergency in San Juan County due to landslide.,Landslide,San Juan
2012-015,2012-06-12,2012,S,Martinez,Emergency in Lincoln County due to the Little Bear Wildfire,Wildfire - Little Bear Fire,Lincoln
2012-014,2012-06-08,2012,S,Martinez,Emergency in Catron County Due to the Whitewater-Baldy Wildfire Complex,Wildfire - Whitewater Baldy Fire,Catron
FM-2978,2012-05-26,2012,F,FEMA,New Mexico Whitewater-Baldy Fire Complex,Fire Management Assistance,Catron
FM-2978,2012-05-26,2012,F,FEMA,New Mexico Whitewater-Baldy Fire Complex,Fire Management Assistance,Grant
FM-2979,2012-06-09,2012,F,FEMA,New Mexico Little Bear Fire,Fire Management Assistance,Lincoln
CR 4901/FM-2981,2012-06-18,2012,F,FEMA,New Mexico Blanco (CR 4901) Fire (FM-2981),Fire Management Assistance,San Juan
FM-2982,2012-06-20,2012,F,FEMA,New Mexico Romero Fire,Fire Management Assistance,Sandoval
DR-4079,2012-08-24,2012,F,FEMA,New Mexico Flooding,Major Disaster,Lincoln
DR-4079,2012-08-24,2012,F,FEMA,New Mexico Flooding,Major Disaster,Los Alamos
DR-4079,2012-08-24,2012,F,FEMA,New Mexico Flooding,Major Disaster,Sandoval
2013-027,2013-07-30,2013,S,Martinez,Emergency throughout New Mexico due to severe storms and flooding,Flooding,Bernalillo
2013-027,2013-07-30,2013,S,Martinez,Emergency throughout New Mexico due to severe storms and flooding,Flooding,Colfax
2013-027,2013-07-30,2013,S,Martinez,Emergency throughout New Mexico due to severe storms and flooding,Flooding,Sandoval
2013-027,2013-07-30,2013,S,Martinez,Emergency throughout New Mexico due to severe storms and flooding,Flooding,Sierra
2013-027,2013-07-30,2013,S,Martinez,Emergency throughout New Mexico due to severe storms and flooding,Flooding,Socorro
2013-027,2013-07-30,2013,S,Martinez,Emergency throughout New Mexico due to severe storms and flooding,Flooding,Lugan
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Thompson Ridge Wildfire,Sandoval
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Tres Lagunas Wildfire,San Miguel
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Sierra
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Catron
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Colfax
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Curry
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Grant
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Lincoln
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Los Alamos
2013-022,2013-06-19,2013,S,Martinez,Emergency throughout New Mexico due to enhanced flood potential caused by severe wildfires,Flooding Caused by Wildfires,Otero
2013-031,2013-09-13,2013,S,Martinez,Disaster Statewide due to flooding,Flooding Caused by Wildfires,Statewide
2013-004,2013-02-08,2013,S,Martinez,"Emergency in the Counties of McKinley, San Juan, Cibola, Socorro, and Valencia due to freezing temperatures on the Navajo Nation",Freezing Temperatures,McKinley
2013-004,2013-02-08,2013,S,Martinez,"Emergency in the Counties of McKinley, San Juan, Cibola, Socorro, and Valencia due to freezing temperatures on the Navajo Nation",Freezing Temperatures,San Juan
2013-004,2013-02-08,2013,S,Martinez,"Emergency in the Counties of McKinley, San Juan, Cibola, Socorro, and Valencia due to freezing temperatures on the Navajo Nation",Freezing Temperatures,Cibola
2013-004,2013-02-08,2013,S,Martinez,"Emergency in the Counties of McKinley, San Juan, Cibola, Socorro, and Valencia due to freezing temperatures on the Navajo Nation",Freezing Temperatures,Socorro
2013-004,2013-02-08,2013,S,Martinez,"Emergency in the Counties of McKinley, San Juan, Cibola, Socorro, and Valencia due to freezing temperatures on the Navajo Nation",Freezing Temperatures,Valencia
2013-010,2013-06-04,2013,S,Martinez,Emergency in Sandoval County due to Thompson Ridge Wildfire,Wildfire - Thompson Ridge Wildfire,Sandoval
2013-008,2013-05-31,2013,S,Martinez,Emergency in San Miguel County due to Tres Lagunas Wildfire (Amended),Wildfire - Tres Lagunas Wildfire,San Miguel
2013-034,2013-12-10,2013,S,Martinez,Emergency throughout New Mexico due to severe winter storms and freezing temperatures.,Winter Storm,Statewide
FM-5026,2013-06-05,2013,F,FEMA,New Mexico Tres Lagunas Fire,Fire Management Assistance,San Miguel
DR-4147,2013-09-27,2013,F,FEMA,Santa Clara Pueblo Severe Storms and Flooding,Major Disaster,Santa Clara Pueblo (Indian Reservation)
DR-4148,2013-09-30,2013,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Bernalillo
DR-4148,2013-09-30,2013,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Colfax
DR-4148,2013-09-30,2013,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Luna
DR-4148,2013-09-30,2013,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Sandoval
DR-4148,2013-09-30,2013,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Sierra
DR-4148,2013-09-30,2013,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Socorro
DR-4151,2013-10-24,2013,F,FEMA,Santa Clara Pueblo Severe Storms and Flooding,Major Disaster,Santa Clara Pueblo (Indian Reservation)
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Catron
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Chaves
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Cibola
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Colfax
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,DeBaca
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Doña Ana
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Eddy
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Guadalupe
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Harding
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Lincoln
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Los Alamos
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,McKinley
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Mora
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Otero
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Rio Arriba
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,San Juan
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,San Miguel
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Sandoval
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Santa Fe
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Sierra
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Socorro
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Taos
DR-4152,2013-10-29,2013,F,FEMA,"New Mexico Severe Storms, Flooding, and Mudslides",Major Disaster,Torrence
2014-013,2014-08-06,2014,S,Martinez,Emergency throughout New Mexico due to monsoonal flooding.,Flooding,Statewide
2014-015,2014-09-17,2014,S,Martinez,"Emergency Colfax, Eddy, Lea, Lincoln, Otero, San Miguel, Santa Fe and Sierra Counties. due to flooding from Hurricane Odile.",Hurricane Odile,Statewide
DR-4197,2014-10-06,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Guadalupe
DR-4197,2014-10-06,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Lincoln
DR-4197,2014-10-06,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Otero
DR-4197,2014-10-06,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Rio Arriba
DR-4197,2014-10-06,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,San Miguel
DR-4197,2014-10-06,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Sandoval
DR-4199,2014-10-29,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Colfax
DR-4199,2014-10-29,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Eddy
DR-4199,2014-10-29,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Lea
DR-4199,2014-10-29,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Lincoln
DR-4199,2014-10-29,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Otero
DR-4199,2014-10-29,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,San Miguel
DR-4199,2014-10-29,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Santa Fe
DR-4199,2014-10-29,2014,F,FEMA,New Mexico Severe Storms and Flooding,Major Disaster,Sierra
2015-007,2015-05-27,2015,S,Martinez,Emergency throughout New Mexico to Enhanced Flood Potential.,Enhanced Flood Potential,Statewide
2015-017,2015-09-09,2015,S,Martinez,Emergency throughout New Mexico due to Monsoon Flooding.,Flooding,Statewide
2015-016,2015-08-10,2015,S,Martinez,Emergency in San Juan County due to Gold King Mine Contaminated Water Release.,Gold King Mine Contaminated Water Release,San Juan
2015-021,2015-12-27,2015,S,Martinez,Winter Storm,Winter Storm,Statewide
2016-027,2016-09-01,2016,S,Martinez,Emergency Throughout New Mexico Due To Monsoon Flooding,Flooding,Statewide
2016-007,2016-06-15,2016,S,Martinez,Emergency In Bernalillo And Torrance Counties Due To Dog Head Wildfire,Wildfire - Dog Head Wildfire,Bernalillo
2016-007,2016-06-15,2016,S,Martinez,Emergency In Bernalillo And Torrance Counties Due To Dog Head Wildfire,Wildfire - Dog Head Wildfire,Torrance
2016-021,2016-07-14,2016,S,Martinez,Emergency In Otero County Due To Timberon Wildfire,Wildfire - Timberon Wildfire,Otero
FM-5127,2016-06-16,2016,F,FEMA,New Mexico Dog Head Fire,Fire Management Assistance,Bernalillo
FM-5134,2016-07-14,2016,F,FEMA,New Mexico Timberon Fire,Fire Management Assistance,Otero
FM-5127,2016-06-16,2016,F,FEMA,New Mexico Dog Head Fire,Fire Management Assistance,Torrance
2017-019,2017-09-06,2017,S,Martinez,Emergency Due To The Effects Of Hurricane Maria And In Support Of Relief Efforts In Puerto Rico,Hurricane Maria,Statewide
FM-5184,2017-06-15,2017,F,FEMA,New Mexico El Cajete Fire,Fire Management Assistance,There are no declared areas for this disaster.
DR-4352,2017-12-20,2017,F,FEMA,Pueblo of Acoma Severe Storms and Flooding,Major Disaster,Pueblo of Acoma
2018-041,2018-08-02,2018,S,Martinez,Disaster In Valencia County Due To Severe Monsoon Flooding,Flooding,Valencia
2018-042,2018-08-09,2018,S,Martinez,Disaster In The City And County Of Santa Fe Due To Severe Monsoon Flooding,Flooding,Santa Fe
2018-050,2018-11-02,2018,S,Martinez,Disaster in Luna And Socorro Counties Due To Severe Monsoon Storms And Flooding,Flooding,Luna
2018-050,2018-11-02,2018,S,Martinez,Disaster in Luna And Socorro Counties Due To Severe Monsoon Storms And Flooding,Flooding,Socorro
2018-051,2018-11-02,2018,S,Martinez,Disaster In Socorro County Due To Severe Monsoon Storms And Flooding,Flooding,Socorro
2018-003,2018-01-31,2018,S,Martinez,Emergency Due To The Effects Of Hurricane Irma And In Support Of Relief Efforts In Florida,Hurricane Irma,Statewide
2018-004,2018-01-31,2018,S,Martinez,Providing Additional Funding For Relief Efforts In Puerto Rico In Response To Hurricane Maria,Hurricane Maria - Puerto Rico,Statewide
2018-002,2018-01-31,2018,S,Martinez,Emergency Due To The Effects Of The Northern California Wildfires And In Support Of Relief Efforts,Wildfire - Northern California Wildfires,Statewide
2018-020,2018-06-30,2018,S,Martinez,Emergency For The Mescalero Apache Tribe Of The Mescalero Reservation Due To The Soldier Canyon Wildf,Wildfire - Soldier Canyon Wildfire,Otero
2018-001,2018-01-31,2018,S,Martinez,Emergency Due To The Effects Of The Southern California Wildfires And In Support Of Relief Efforts,Wildfire - Southern California Wildfires,Statewide
2018-017,2018-06-05,2018,S,Martinez,Emergency In Colfax County Due To The Ute Park Wildfire,Wildfire - Ute Park Wildfire,Colfax
FM-5239,2018-07-01,2018,F,FEMA,New Mexico Ute Park Fire,Fire Management Assistance,Colfax
2019-009,2019-04-22,2019,S,Lujan Grisham,"Disaster Due to Severe Wind Events, Tornadoes, Hail Damage and Electric Power Outages",Severe Wind Events,Statewide
2019-014,2019-06-17,2019,S,Lujan Grisham,Disaster in Rio Arriba and Sandoval Counties Due to Flooding and Severe Storms,Flooding and Severe Storms,Rio Arriba
2019-014,2019-06-17,2019,S,Lujan Grisham,Disaster in Rio Arriba and Sandoval Counties Due to Flooding and Severe Storms,Flooding and Severe Storms,Sandovval
2019-035,2019-10-30,2019,S,Lujan Grisham,"Disaster in Hidalgo, Luna, and Socorro Counties Due to Flooding",Flooding,Hidalgo
2019-035,2019-10-30,2019,S,Lujan Grisham,"Disaster in Hidalgo, Luna, and Socorro Counties Due to Flooding",Flooding,Luna
2019-035,2019-10-30,2019,S,Lujan Grisham,"Disaster in Hidalgo, Luna, and Socorro Counties Due to Flooding",Flooding,Socorro
FM-5240,2019-01-06,2019,F,FEMA,New Mexico Soldier Canyon Fire,Fire Management Assistance,Otero
FM-5281,2019-03-08,2019,F,FEMA,New Mexico Ironworks Fire,Fire Management Assistance,Valencia
2019-008,2019-04-22,2019,S,Lujan Grisham,Disaster due to Severe Winter Storms,Severe Winter Storms,Guadalupe
2019-008,2019-04-22,2019,S,Lujan Grisham,Disaster due to Severe Winter Storms,Severe Winter Storms,Lincoln
2019-008,2019-04-22,2019,S,Lujan Grisham,Disaster due to Severe Winter Storms,Severe Winter Storms,Los Alamos
2019-008,2019-04-22,2019,S,Lujan Grisham,Disaster due to Severe Winter Storms,Severe Winter Storms,San Miguel
2019-008,2019-04-22,2019,S,Lujan Grisham,Disaster due to Severe Winter Storms,Severe Winter Storms,Torrance
2020-032,2020-03-22,2020,S,Lujan Grisham,Disaster in Roosevelt County Due to Flooding,Flooding,Roosevelt
2020-033,2020-05-22,2020,S,Lujan Grisham,Disaster in Curry and Eddy Counties Due to Flooding,Flooding,Curry
2020-033,2020-05-22,2020,S,Lujan Grisham,Disaster in Curry and Eddy Counties Due to Flooding,Flooding,Eddy
2020-077,2020-11-05,2020,S,Lujan Grisham,Disaster in Village of Williamsburg Due to Flooding,Flooding,Sierra
2020-078,2020-11-05,2020,S,Lujan Grisham,Disaster in City of Truth or Consequences Due to Flooding,Flooding,Sierra
2020-079,2020-11-05,2020,S,Lujan Grisham,Disaster in Socorro County Due to Flooding,Flooding,Socorro
2020-084,2020-12-09,2020,S,Lujan Grisham,Declaring State of Emergency Statewide Due to Drought,Drought,Statewide
2021-014,2021-05-05,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-015,2021-05-05,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-016,2021-05-05,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-017,2021-05-05,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-018,2021-05-05,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-019,2021-05-05,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-020,2021-05-05,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-021,2021-05-05,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-025,2021-06-09,2021,S,Lujan Grisham,Disaster in Chavez County Due to Flooding,Flooding,Chavez
2021-026,2021-06-09,2021,S,Lujan Grisham,Disaster in Lincoln County Due to Flooding,Flooding,Lincoln
2021-027,2021-06-14,2021,S,Lujan Grisham,Disaster in City of Roswell Due to Flooding,Flooding,Chavez
2021-031,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-032,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-033,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-034,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-035,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
